Score,Match_type,Match_addr,neighborhood,MetroArea,long,lat,county,state,id,facilityname,city,zip,fedfunded,rhc,rural
98.37,A,"243 S Main St, Cadiz, Ohio, 43907", , ,-80.99902412,40.27119754,Harrison County,OH,361125,SOUTHEAST INC,Cadiz,43907,Yes,No,Yes
97.76,A,"809 Indian Mound Dr, Mount Sterling, Kentucky, 40353", , ,-83.95580512,38.06171031,Montgomery County,KY,181015,"STERLING HEALTH SOLUTIONS, INC",Mount Sterling,40353,Yes,No,Yes
97.65,A,"1080 S Main St, Monticello, Kentucky, 42633", , ,-84.86607109,36.82445419,Wayne County,KY,181960,WALKER EARLY LEARNING CENTER HEALTHY KIDS CLINIC,Monticello,42633,Yes,No,Yes
98.18,A,"486 W Perry St, Tiffin, Ohio, 44883", , ,-83.19743618,41.11392338,Seneca County,OH,361083,TIFFIN COMMUNITY HEALTH CENTER,Tiffin,44883,Yes,No,Yes
98.14,A,"1055 W Market St, #H, Baltimore, Ohio, 43105", , ,-82.61405003,39.84556453,Fairfield County,OH,361986,FAIRFIELD COMMUNITY HEALTH CENTER,Baltimore,43105,Yes,No,No
97.63,A,"811 Fairview Ave, Bowling Green, Kentucky, 42101", , ,-86.43381957,36.99189937,Warren County,KY,181889,FAIRVIEW COMMUNITY HEALTH CENTER,Bowling Green,42101,Yes,No,No
98,A,"260 S Main St, Oberlin, Ohio, 44074", , ,-82.21770651,41.28411684,Lorain County,OH,361096,FAMILY CARE CENTER,Oberlin,44074,Yes,No,Yes
98.24,A,"330 Oak Terrace Blvd, Holland, Ohio, 43528", , ,-83.77428028,41.63179208,Lucas County,OH,361088,TOLEDO - LUCAS COUNTY HEALTH CENTER WESTERN,Holland,43528,Yes,No,No
97.74,A,"1180 Glensboro Rd, Lawrenceburg, Kentucky, 40342", , ,-84.90681315,38.03444222,Anderson County,KY,181961,FAMILY CARE OF THE BLUEGRASS--ANDERSON,Lawrenceburg,40342,Yes,No,Yes
97.89,A,"1101 Jackson St, Greenville, Ohio, 45331", , ,-84.62752754,40.085937,Darke County,OH,361107,FAMILY HEALTH,Greenville,45331,Yes,No,Yes
98.3,A,"1052 S Washington St, Van Wert, Ohio, 45891", , ,-84.58454226,40.85521183,Van Wert County,OH,361924,"FAMILY HEALTH CARE OF NORTHWEST OHIO, INC",Van Wert,45891,Yes,No,Yes
97.8,A,"600 W 3rd St, Mansfield, Ohio, 44906", , ,-82.53732975,40.76038752,Richland County,OH,361877,THIRD STREET COMMUNITY CLINIC,Mansfield,44906,No,No,No
97.79,A,"6601 Indian Mound Rd, Mount Sterling, Kentucky, 40353", , ,-83.91375565,38.06214444,Montgomery County,KY,181016,"STERLING HEALTH SOLUTIONS, INC",Mount Sterling,40353,Yes,No,Yes
98,A,"270 Sterkel Blvd, Mansfield, Ohio, 44907", , ,-82.52712513,40.73901004,Richland County,OH,361049,THIRD STREET PEDIATRICS,Mansfield,44907,Yes,No,No
98.03,A,"9702 Stonestreet Rd, Louisville, Kentucky, 40272",Valley Station, ,-85.83883366,38.11450917,Jefferson County,KY,181838,FAMILY HEALTH CENTER-DIXIE,Louisville,40272,No,No,No
98.18,A,"631 Silver St, Kenton, Ohio, 43326", , ,-83.59958489,40.66216004,Hardin County,OH,361121,WILDCAT ELEMENTARY HEALTH CENTER,Kenton,43326,Yes,No,Yes
98.33,A,"1908 Glen Springs Dr, Fremont, Ohio, 43420", , ,-83.13578396,41.33870811,Sandusky County,OH,361843,WILLIAM PADAMADAN M D,Fremont,43420,Yes,No,Yes
97.82,A,"360 Amsden Ave, Versailles, Kentucky, 40383", , ,-84.72438844,38.05533422,Woodford County,KY,181009,WOMEN'S CARE BLUEGRASS/FAMILY CARE BLUEGRAS,Versailles,40383,Yes,No,Yes
97.59,A,"200 Luray Dr, Steubenville, Ohio, 43953", , ,-80.70445991,40.37983227,Jefferson County,OH,361015,FAMILY MEDICAL CARE COMMUNITY HEALTH CENTER,Wintersville,43953,Yes,No,No
97.83,A,"108 12th St, Clay City, Kentucky, 40312", , ,-83.91560933,37.85386883,Powell County,KY,181987,FOOTHILLS HEALTH AND WELLNESS CENTER,Clay City,40312,Yes,No,Yes
98.13,M,"2834 S US-127, Liberty, Kentucky, 42539", , ,-84.92834967,37.31863374,CASEY COUNTY,KY,181983,WALNUT HILL ELEMENTARY HEALTHY KIDS CLINIC,Liberty,42539,Yes,No,Yes
88,A,"41701, Kentucky", , ,-83.11114,37.356,Knott County,KY,181859,UK NORTH FORK VALLEY COMMUNITY HEALTH CENTER,Hazard,41701,Yes,No,Yes
98.18,A,"401 Highland Park Dr, Richmond, Kentucky, 40475", , ,-84.265612,37.74044655,Madison County,KY,181851,WHITE HOUSE CLINIC,Richmond,40475,Yes,No,Yes
98.37,A,"104 Legacy Dr, Berea, Kentucky, 40403", , ,-84.31717461,37.6049855,Madison County,KY,181847,WHITEHOUSE CLINIC-BEREA,Berea,40403,Yes,No,Yes
98.4,A,"1230 Palmyra Rd SW, Warren, Ohio, 44485", , ,-80.8345389,41.22705084,Trumbull County,OH,361881,WARREN WEST COMMUNITY HEALTH CARE,Warren,44485,Yes,No,No
98.14,A,"2131 Park Ave W, Mansfield, Ohio, 44906", , ,-82.59181136,40.7597115,Richland County,OH,361030,HAWKINS MEDICAL CENTER,Mansfield,44906,Yes,No,No
97.96,A,"333 S 3rd St, Danville, Kentucky, 40422", , ,-84.77283843,37.6424024,Boyle County,KY,181966,WOMEN'S CARE OF THE COMMONWEALTH,Danville,40422,Yes,No,Yes
97.93,A,"1350 5th Ave, Youngstown, Ohio, 44504",Wick Park, ,-80.65135,41.11822864,Mahoning County,OH,361848,YOUNGSTOWN COMMUNITY HEALTH CENTER,Youngstown,44504,No,No,No
98.37,A,"1010 Main St S, Mc Kee, Kentucky, 40447", , ,-83.97937619,37.43234179,Jackson County,KY,181822,HEALTH HELP WHITE HOUSE CLINIC,Mc Kee,40447,No,No,Yes
98.39,A,"1231 Columbus Ave, Lebanon, Ohio, 45036", ,Cincinnati Metro Area,-84.18269028,39.45152037,Warren County,OH,361038,HEALTHSOURCE LEBANON,Lebanon,45036,Yes,No,No
98.16,A,"2276 W State St, Fremont, Ohio, 43420", , ,-83.14329403,41.35972777,Sandusky County,OH,361976,WESTSIDE PEDIATRICS,Fremont,43420,Yes,No,Yes
98,A,"321 S 3rd St, Danville, Kentucky, 40422", , ,-84.77281583,37.64283265,Boyle County,KY,181008,WOMENS CARE OF THE COMMONWEALTH,Danville,40422,Yes,No,Yes
0,M, , , ,-82.4083465,39.5424801,Hocking County,OH,361118,HOPEWELL HEALTH CENTERS,Logan,43138,Yes,No,Yes
97.88,A,"25716 Wilson St, Coolville, Ohio, 45723", , ,-81.80712539,39.21718493,Athens County,OH,361041,HOPEWELL HEALTH CENTERS INC,Coolville,45723,Yes,No,Yes
98.04,A,"1160 W Broad St, Columbus, Ohio, 43222",Franklinton, ,-83.03152746,39.95850232,Franklin County,OH,361011,LOWER LIGHTS CHRISTIAN HEALTH CENTER INC,Columbus,43222,Yes,No,No
98.1,A,"409 9th St SW, Canton, Ohio, 44707", , ,-81.37987237,40.79239476,Stark County,OH,361034,MAHONING ROAD FAMILY HEALTH CENTER,Canton,44707,Yes,No,No
97.78,A,"365 Hazard Rd, Whitesburg, Kentucky, 41858", , ,-82.8308686,37.12062685,Letcher County,KY,181829,MOUNTAIN COMPREHENSIVE HEALTH CORP,Whitesburg,41858,No,No,Yes
97.96,A,"6209 Storer Ave, Cleveland, Ohio, 44102",Stockyards, ,-81.72864056,41.46229247,Cuyahoga County,OH,361861,NEIGHBORHOOD FAMILY PRACTICE,Cleveland,44102,No,No,No
97.86,A,"3009 Burnet Ave, Cincinnati, Ohio, 45219",Corryville,Cincinnati Metro Area,-84.50117619,39.1341854,Hamilton County,OH,361918,"NEIGHBORHOOD HEALTH CARE, INC",Cincinnati,45219,Yes,No,No
97.82,A,"2237 Hikes Ln, Louisville, Kentucky, 40218",Bon Air, ,-85.65776094,38.20055507,Jefferson County,KY,181823,NEWBURG PRIMARY CARE CENTER,Louisville,40218,Yes,No,No
98.2,A,"741 Central Ave, Newport, Kentucky, 41071", ,Cincinnati Metro Area,-84.49575704,39.0872969,Campbell County,KY,181820,NORTHERN KENTUCKY FAMILY HEALTH CTRS,Newport,41071,Yes,No,No
97.78,A,"1102 S Virginia St, Hopkinsville, Kentucky, 42240", , ,-87.48874352,36.86384047,Christian County,KY,181931,"PENNYROYAL HEALTHCARE SERVICES, INC",Hopkinsville,42240,Not Applicable,Not Applicable,Yes
97.95,M,"295 Main St, Calhoun, Kentucky, 42327", , ,-87.39607354,37.61554731,MCLEAN COUNTY,KY,181879,"REGIONAL HEALTH CARE AFFILIATES, INC",Calhoun,42327,No,No,No
97.68,A,"120 W Mulberry St, Springfield, Ohio, 45506", , ,-83.81375233,39.92003645,Clark County,OH,361113,ROCKING HORSE CENTER - MULBERRY TERRACE,Springfield,45506,Yes,No,No
97.38,A,"124 Dowell Rd, Russell Springs, Kentucky, 42642", , ,-85.06686751,37.05731253,Russell County,KY,181877,RUSSELL FAMILY MEDICAL CENTER,Russell Springs,42642,Yes,No,Yes
94.86,A,Russell Springs Elementary School, , ,-85.06628,37.08785,Russell County,KY,181955,RUSSELL SPRINGS ELEMENTARY HEALTHY KIDS CLINIC,Russell Springs,42642,Yes,No,Yes
96.35,A,"68353 Bannock Rd, Saint Clairsville, Ohio, 43950", , ,-80.96855016,40.07694622,Belmont County,OH,361078,SOUTHEAST INC,Saint Clairsville,43950,Yes,No,No
98,A,"524 W Broad St, Columbus, Ohio, 43215",Franklinton, ,-83.01462721,39.96051434,Franklin County,OH,361060,SOUTHEAST INC,Columbus,43215,Yes,No,No
0,M, , , ,-84.8376682,38.5350186,Owen County,KY,181978,TRIAD HEALTH SYSTEMS INC,Owenton,40359,Yes,No,Yes
97.82,A,"2 Kenny Davis Blvd, Monticello, Kentucky, 42633", , ,-84.86587185,36.83169453,Wayne County,KY,181981,WAYNE COUNTY HIGH HEALTHY KIDS CLINIC,Monticello,42633,Yes,No,Yes
84.91,A,"Estill St, Berea, Kentucky, 40403", , ,-84.28057094,37.58142825,Madison County,KY,181821,WHITE HOUSE CLINIC BEREA,Berea,40403,No,No,Yes
98.3,A,"185 Newcomb Ave, Mount Vernon, Kentucky, 40456", , ,-84.33604946,37.35753646,Rockcastle County,KY,181888,WHITE HOUSE CLINICS,Climax,40456,Yes,No,Yes
97.78,A,"217 S 3rd St, Danville, Kentucky, 40422", , ,-84.77269691,37.64377745,Boyle County,KY,181003,WOMEN'S CARE OF THE COMMONWEALTH,Danville,40422,No,No,Yes
98.33,A,"279 Kings Daughters Dr, Frankfort, Kentucky, 40601", , ,-84.90494217,38.16049413,Franklin County,KY,181907,WOMENS CARE OF THE BLUEGRASS,Frankfort,40601,Yes,No,Yes
98.25,A,"322 General John Adair Dr, Columbia, Kentucky, 42728", , ,-85.32025534,37.10675496,Adair County,KY,181956,ADAIR COUNTY MIDDLE HEALTHY KIDS CLINIC,Columbia,42728,Yes,No,Yes
96.86,M,"3101 Burnet Ave, Cincinnati, Ohio, 45229",Corryville, ,-84.50092526,39.13667114,HAMILTON COUNTY,OH,361957,AMBROSE H CLEMENT HEALTH CENTER,Cincinnati,45229,Yes,No,No
97.86,A,"5818 Madison Rd, Cincinnati, Ohio, 45227",Madisonville,Cincinnati Metro Area,-84.3937021,39.16070045,Hamilton County,OH,361954,BRAXTON CANN MEMORIAL MEDICAL CENTER,Cincinnati,45227,Yes,No,No
98.37,A,"228 S Main St, Bryan, Ohio, 43506", , ,-84.55104913,41.4722155,Williams County,OH,361016,BRYAN COMMUNITY HEALTH CENTER,Bryan,43506,Yes,No,Yes
98.07,A,"1736 Superior Ave E, Cleveland, Ohio, 44114",Playhouse Square, ,-81.68068957,41.50622925,Cuyahoga County,OH,361900,CARE ALLIANCE,Cleveland,44114,Yes,No,No
98.1,A,"1795 W 25th St, Cleveland, Ohio, 44113",Ohio City, ,-81.70540546,41.48675445,Cuyahoga County,OH,361863,CARE ALLIANCE,Cleveland,44113,No,No,No
98.08,A,"240 Parsons Ave, Columbus, Ohio, 43215",Olde Town East, ,-82.98189781,39.95936336,Franklin County,OH,361027,COLUMBUS NEIGHBORHOOD HEALTH CENTER INC,Columbus,43215,Yes,No,No
98.06,A,"504 Hopkinsville St, Greenville, Kentucky, 42345", , ,-87.19110429,37.19703932,Muhlenberg County,KY,181930,"COMMUNITY HEALTH CENTERS OF WESTERN KENTUCKY, INC",Greenville,42345,Yes,No,Yes
97.89,A,"4968 Glenway Ave, Cincinnati, Ohio, 45238",West Price Hill,Cincinnati Metro Area,-84.60066532,39.1206245,Hamilton County,OH,361928,CONSUMER WELLNESS CENTER AT GLENWAY,Cincinnati,45238,Yes,No,No
98.26,A,"1250 Western Ave, Toledo, Ohio, 43609",Southside, ,-83.56997979,41.63474252,Lucas County,OH,361908,CORDELIA MARTIN,Toledo,43609,Yes,No,No
97.72,A,"908 N Main St, Burkesville, Kentucky, 42717", , ,-85.36410861,36.79968861,Cumberland County,KY,181952,CUMBERLAND COUNTY MIDDLE HEALTHY KIDS CLINIC,Burkesville,42717,Yes,No,Yes
97.92,A,"420 Superior St, Sandusky, Ohio, 44870", , ,-82.74387697,41.44861806,Erie County,OH,361972,ERIE COUNTY GENERAL HEALTH DISTRICT,Sandusky,44870,Yes,No,Yes
97.78,A,"755 W GL Smith St, Morgantown, Kentucky, 42261", , ,-86.69266734,37.23467242,Butler County,KY,181880,FAIRVIEW COMMUNITY HEALTH CENTER,Morgantown,42261,Yes,No,Yes
97.84,A,"593 E Main St, Frankfort, Kentucky, 40601", , ,-84.84944483,38.20249024,Franklin County,KY,181906,FAMILY CARE OF THE BLUEGRASS,Frankfort,40601,Yes,No,Yes
97.97,A,"4805 Southside Dr, Louisville, Kentucky, 40214",Southside, ,-85.76470906,38.17855825,Jefferson County,KY,181862,FAMILY HEALTH CENTER-AMERICANA,Louisville,40214,Yes,No,No
98.16,A,"1220 E State St, Fremont, Ohio, 43420", , ,-83.09602357,41.3427699,Sandusky County,OH,361975,FREMONT FAMILY PRACTICE,Fremont,43420,Yes,No,Yes
82.44,A,"Manchester Sq, Manchester, Kentucky, 40962", , ,-83.7719646,37.14006945,Clay County,KY,181873,GRACE COMMUNITY HEALTH CENTER INC,Manchester,40962,No,No,Yes
98.1,A,"1600 Breckenridge St, Owensboro, Kentucky, 42303", , ,-87.09822543,37.76136402,Daviess County,KY,181962,HEALTH FIRST COMMUNITY HEALTH CENTER,Owensboro,42303,Yes,No,No
98.23,A,"472 Klutey Park Plaza Dr, Henderson, Kentucky, 42420", , ,-87.56714134,37.83607265,Henderson County,KY,181915,HEALTH FIRST COMMUNITY HEALTH CENTER,Henderson,42420,Yes,No,No
97.92,A,"2433 Regency Rd, Lexington, Kentucky, 40503",Deerfield, ,-84.52513338,38.00363968,Fayette County,KY,181909,"HEALTHFIRST BLUEGRASS, INC",Lexington,40503,Yes,No,No
91.18,A,"8200 State Route 366, Russells Point, Ohio, 43348", , ,-83.87163166,40.46847081,Logan County,OH,361046,INDIAN LAKE COMMUNITY HEALTH CENTER,Russells Point,43348,Yes,No,Yes
98.24,A,"1408 Campbell Dr, Ironton, Ohio, 45638", , ,-82.65664692,38.53394426,Lawrence County,OH,361968,IRONTON HEALTH CARE CAMPUS,Ironton,45638,Yes,No,No
98.24,A,"265 Highway 15 S, Jackson, Kentucky, 41339", , ,-83.37632025,37.55837925,Breathitt County,KY,181853,JHI BREATHITT COUNTY FAMILY HEALTH CENTER,Jackson,41339,Yes,No,Yes
97.5,A,"905 Main St, West Liberty, Kentucky, 41472", , ,-83.27316411,37.90504623,Morgan County,KY,181022,JUNIPER HEALTH MORGAN COUNTY,West Liberty,41472,Yes,No,Yes
98.14,A,"120 N 4th St, Barlow, Kentucky, 42024", , ,-89.04699932,37.05215917,Ballard County,KY,181934,KENTUCKY 112,Barlow,42024,Yes,No,Yes
97.4,M,"211 N 8th St, Mayfield, Kentucky, 42066", , ,-88.63709741,36.74305525,GRAVES COUNTY,KY,181014,KENTUCKYCARE 63,Mayfield,42066,Yes,No,Yes
90.16,A,"464 Ky Highway 699, Cornettsville, Kentucky, 41731", , ,-83.08813549,37.11949218,Perry County,KY,181834,LEATHERWOOD BLACKEY MEDICAL CLINIC,Cornettsville,41731,Yes,No,Yes
97.37,A,"604 N Main St, Tompkinsville, Kentucky, 42167", , ,-85.68854998,36.70523049,Monroe County,KY,181905,MONROE FAMILY MEDICAL CENTER,Tompkinsville,42167,Yes,No,Yes
97.5,A,"104 S Front Ave, Prestonsburg, Kentucky, 41653", , ,-82.77499031,37.66671175,Floyd County,KY,181900,MOUNTAIN COMPREHENSIVE CARE CENTER,Prestonsburg,41653,Yes,No,Yes
97.89,A,"244 Southern Ave, Cincinnati, Ohio, 45219",Mount Auburn,Cincinnati Metro Area,-84.50652011,39.12014942,Hamilton County,OH,361804,MT AUBURN HEALTH CENTER INC,Cincinnati,45219,Yes,No,No
97.82,A,"1005 Walnut St, Cincinnati, Ohio, 45202",Central Business District,Cincinnati Metro Area,-84.51278356,39.10687724,Hamilton County,OH,361021,NEIGHBORHOOD HEALTH CARE INC,Cincinnati,45202,Yes,No,No
98,A,"4623 Wesley Ave, Cincinnati, Ohio, 45212", ,Cincinnati Metro Area,-84.45057914,39.16105086,Hamilton County,OH,361009,NEIGHBORHOOD HEALTH CARE INC,Cincinnati,45212,No,No,No
97.89,A,"3512 Eastern Ave, Cincinnati, Ohio, 45226",Columbia-Tusculum,Cincinnati Metro Area,-84.4392885,39.11610796,Hamilton County,OH,361847,"NEIGHBORHOOD HEALTH CARE, INC",Cincinnati,45226,Yes,No,No
91.75,A,"1050 Old US Highway 52, New Richmond, Ohio, 45157", ,Cincinnati Metro Area,-84.28550144,38.96539311,Clermont County,OH,361810,NEW RICHMOND FAMILY PRACTICE,New Richmond,45157,Yes,No,No
98.33,A,"1415 Jefferson Ave, Toledo, Ohio, 43604",Center City, ,-83.54535502,41.65454041,Lucas County,OH,361105,NEXUS HEALTHCARE,Toledo,43604,Yes,No,No
98.4,A,"1 Aurora L Gonzalez Dr, Toledo, Ohio, 43609",Southside, ,-83.56315874,41.63168846,Lucas County,OH,361891,NHA PEDIATRICS,Toledo,43609,No,No,No
98.13,A,"1817 Louis Coleman Jr Dr, Louisville, Kentucky, 40211",Park Duvalle, ,-85.81214969,38.2277152,Jefferson County,KY,181801,"PARK DUVALLE COMMUNITY HEALTH CENTER, INC",Louisville,40211,Yes,No,No
98.18,A,"212 N Main St, London, Ohio, 43140", , ,-83.45522871,39.89215167,Madison County,OH,361079,ROCKING HORSE CHILDREN'S HEALTH CENTER,London,43140,Yes,No,Yes
97.59,A,"425 Chestnut St, Chillicothe, Ohio, 45601", , ,-82.99566763,39.33645121,Ross County,OH,361826,ROSS COUNTY AMBULATORY CLINIC,Chillicothe,45601,Yes,No,Yes
97.63,A,"210 Saffell St, Lawrenceburg, Kentucky, 40342", , ,-84.89835968,38.03187685,Anderson County,KY,181988,SAFFELL STREET ELEMENTARY HEALTHY KIDS CLINIC,Lawrenceburg,40342,Yes,No,Yes
97.55,A,"462 Chardon St, Painesville, Ohio, 44077", , ,-81.25513579,41.7295259,Lake County,OH,361124,SIGNATURE HEALTH INC,Painesville,44077,Yes,No,No
98.08,A,"595 Van Buren Dr, Columbus, Ohio, 43223",South Franklinton, ,-83.02075313,39.9469654,Franklin County,OH,361075,SOUTHEAST INC,Columbus,43223,Yes,No,No
97.4,A,"44 Water St, Owingsville, Kentucky, 40360", , ,-83.75855347,38.14681617,Bath County,KY,181968,"STERLING HEALTH SOLUTIONS, INC",Owingsville,40360,Yes,No,Yes
97.66,A,"4307 Camargo Rd, Mount Sterling, Kentucky, 40353", , ,-83.88892438,37.99462441,Montgomery County,KY,181019,"STERLING HEALTH SOLUTIONS, INC",Mount Sterling,40353,Yes,No,Yes
98.21,A,"777 W State St, Columbus, Ohio, 43222",Franklinton, ,-83.02089621,39.95770065,Franklin County,OH,361982,THE NURSING CENTER FOR FAMILY HEALTH,Columbus,43222,Yes,No,No
98.05,A,"117 Main St, Toledo, Ohio, 43605",East Toledo, ,-83.52297922,41.64806543,Lucas County,OH,361837,TOLEDO FAMILY HEALTH CENTER,Toledo,43605,Yes,No,No
97.93,A,"3036 Woodburn Ave, Cincinnati, Ohio, 45206",Evanston,Cincinnati Metro Area,-84.47632925,39.13312442,Hamilton County,OH,361876,WALNUT HILLS EVANSTON HEALTH CENTER,Cincinnati,45206,Yes,No,No
97.93,A,"3036 Woodburn Ave, Cincinnati, Ohio, 45206",Evanston,Cincinnati Metro Area,-84.47632925,39.13312442,Hamilton County,OH,361822,WALNUT HILLS EVANSTON MEDICAL CENTER I,Cincinnati,45206,Yes,No,No
97.82,A,"1005 Walnut St, Cincinnati, Ohio, 45202",Central Business District,Cincinnati Metro Area,-84.51278356,39.10687724,Hamilton County,OH,361108,WALNUT STREET HEALTH CENTER,Cincinnati,45202,Yes,No,No
97.69,A,"95 Champion Dr, Monticello, Kentucky, 42633", , ,-84.86327412,36.82627212,Wayne County,KY,181946,WAYNE COUNTY MIDDLE HEALTHY KIDS CLINIC,Monticello,42633,Yes,No,Yes
97.74,A,"1413 Linn St, Cincinnati, Ohio, 45214",West End,Cincinnati Metro Area,-84.52767704,39.11026301,Hamilton County,OH,361806,WEST END HEALTH CENTER INC,Cincinnati,45214,Yes,No,No
88.18,M,"150 Chestnut Ridge Rd, West Union, Ohio, 45693", , ,-83.51108647,38.78251485,ADAMS COUNTY,OH,361819,WEST UNION FAMILY HEALTH CENTER,West Union,45693,Yes,No,Yes
97.93,A,"5275 Winneste Ave, Cincinnati, Ohio, 45232",Winton Hills,Cincinnati Metro Area,-84.5146479,39.18550799,Hamilton County,OH,361845,WINTON HILLS MEDICAL & HLTH CTR INC,Cincinnati,45232,Yes,No,No
97.63,A,"1840 E Gypsy Lane Rd, Bowling Green, Ohio, 43402", , ,-83.61615919,41.35465387,Wood County,OH,361052,WOOD COUNTY COMMUNITY HEALTH & WELLNESS CENTER,Bowling Green,43402,Yes,No,Yes